121,803,Rossy,Murney,1998-12-27,M
122,937,Arvin,Portwaine,1983-11-30,F
123,281,Innis,McParlin,1989-02-17,M
124,670,Linnea,Glashby,1995-07-08,F
125,71,Talbot,Petchey,1970-12-21,M
126,797,Appolonia,Albertson,1987-04-27,F
127,870,Peta,Greet,1989-05-12,M
128,483,Palmer,MacVagh,1989-04-14,F
129,519,Oliviero,Ambrogio,1991-03-24,M
130,164,Burgess,Vannah,1979-12-01,F
131,567,Nathanael,O'Hickee,1990-11-02,F
132,361,Terry,Raggitt,1974-04-25,M
133,384,Winston,Blaszkiewicz,1996-02-09,M
134,955,Farrah,Foulis,1988-01-13,M
135,33,Rozalie,Pirot,1974-02-08,F
136,278,Kassie,Henryson,1993-12-04,F
137,566,Giana,Djokovic,1985-09-10,F
138,191,Ame,Iorizzi,1973-06-08,M
139,320,Druci,Swindells,1987-04-30,M
140,314,Jemmy,Messitt,1987-08-21,M
141,891,Erma,Emanuelli,1984-04-09,M
142,953,Brooke,Dalliston,1972-02-29,F
143,392,Caesar,Gittings,1977-11-27,M
144,623,Rafa,Mathis,1970-12-22,F
145,763,Read,Frick,1981-04-25,F
146,782,Livvie,McLucky,1995-09-08,F
147,788,Nikolia,Preble,1975-02-09,F
148,159,Edmon,Durie,1974-12-17,F
149,67,Mahalia,Thacke,1993-08-18,M
150,573,Moritz,Arnaudon,1988-08-21,M
151,480,Noble,Schurcke,1996-07-08,M
152,521,Symon,East,1982-03-26,F
153,1,Kendra,Robbert,1978-02-20,M
154,654,Royall,Cuckoo,1987-07-13,M
155,997,Eben,Pendlington,1995-03-30,F
156,403,Lilah,Leward,1982-09-23,F
157,432,Camellia,Leaburn,1979-07-12,F
158,498,Christiana,Ranby,1972-05-23,M
159,872,Dilan,Bawden,1976-12-18,M
160,847,Bel,Treby,1975-09-27,F
161,471,Horace,Leipold,1979-04-24,F
162,636,Verena,Derwin,1985-01-10,M
163,277,Kayley,Rousel,1971-07-29,F
164,238,Osgood,Adne,1998-06-08,F
165,128,Sada,Lancaster,1992-10-09,M
166,953,Woodrow,Haverson,1990-11-19,F
167,30,Enrika,Ottery,1994-10-13,F
168,177,Annabella,Lesper,1982-02-02,M
169,517,Cherianne,Thrustle,1995-03-23,F
170,50,Conant,Redrup,1991-02-24,F
171,348,Deborah,Barracks,1975-07-03,F
172,68,Arlyn,Pauwel,1989-09-20,F
173,605,Farleigh,Scamal,1988-08-26,F
174,893,Anastasia,Murrhaupt,1985-04-05,F
175,62,Alanson,Hablot,1972-12-06,F
176,848,Gigi,MacColl,1986-01-09,F
177,342,Paulette,McCart,1985-05-22,M
178,668,Joni,Fattorini,1996-01-31,F
179,6,Ashia,Adamthwaite,1972-01-12,F
180,566,Keely,Hefferon,1978-04-17,M
181,726,Camella,Keig,1980-06-01,M
182,787,Marcellina,Hylands,1983-11-20,F
183,441,Aubry,Sarra,1972-10-31,M
184,748,Skipp,Bellerby,1995-05-06,M
185,912,Muriel,Clavering,1972-02-01,F
186,702,Talbot,Yusupov,1981-03-30,M
187,253,Morgen,Tabbitt,1998-11-10,M
188,347,Leeanne,Armin,1981-05-14,F
189,102,Alva,Ipsgrave,1998-03-18,F
190,818,Weidar,Caldaro,2000-09-09,M
191,99,Jamima,Dykes,1989-02-03,M
192,664,Augusta,Bosma,1990-11-08,F
193,460,Gaby,Hubbard,1973-09-28,F
194,176,Bettina,Hannabus,1979-09-22,M
195,603,Bran,Bilbey,1991-08-28,F
196,817,Bryce,Derrington,1998-09-15,F
197,642,Jaynell,Begin,1984-12-11,M
198,758,Sherm,Gribbin,1980-07-06,F
199,946,Judd,Dunaway,1993-07-23,M
200,494,Jana,McCaster,1988-04-14,F
201,135,Hilde,Feaveryear,1984-08-05,M
202,749,Jodi,Pennone,1975-09-29,F
203,353,Noell,Cannavan,1978-02-17,F
204,913,Amelia,Mattusevich,1996-05-29,M
205,317,Pippy,Minogue,1981-09-07,M
206,974,Myrwyn,Dulton,1976-06-08,M
207,534,Cosme,Letrange,1982-12-26,F
208,478,Geraldine,Tohill,1980-04-30,F
209,882,Armand,Ramm,1978-06-01,M
210,415,Merle,Klamp,1983-11-25,M
211,687,Corbet,Greenrodd,1995-02-25,F
212,819,Berti,Kerwin,1994-05-18,M
213,846,Clara,Ovitz,1996-10-22,M
214,978,Sheila,Lillow,1986-08-08,F
215,578,Miner,Yurygyn,1974-07-04,F
216,462,Charleen,Kerridge,1976-03-31,F
217,462,Denney,Rehm,1998-09-11,F
218,559,Tammi,Casterot,1987-01-25,M
219,800,Desdemona,Butterfield,1985-03-22,F
220,834,Sigmund,Lambarton,1999-09-04,F
221,43,Dean,Fraczek,1977-09-17,M
222,717,Quintana,McQuillin,1997-11-07,M
223,11,Corbett,Balfe,1999-07-21,M
224,516,Carree,Mulqueeny,1995-07-16,F
225,485,Mireille,Egdal,1971-06-24,F
226,737,Ferdy,Ollerhead,1998-04-16,F
227,348,Nyssa,McGrotty,1990-01-10,F
228,752,Jeniece,MacCorley,1981-10-19,F
229,374,Margery,Hanley,1996-12-21,M
230,351,Dur,Baterip,1990-12-07,F
231,541,Inge,Scotcher,1985-06-19,F
232,923,Jayme,Hinckesman,1981-10-05,M
233,181,Zorana,Hulstrom,1981-03-12,F
234,319,Bradney,Hegley,1993-06-25,F
235,358,Dorothea,Grievson,1992-07-22,F
236,665,Gare,Lynett,1990-07-04,F
237,355,Alia,Rubinowicz,1974-02-12,Unknown
238,610,Hettie,Biggerdike,1996-08-14,F
239,34,Penni,Leworthy,1976-04-22,M
240,422,Kaleena,Durn,1990-07-24,Unknown
241,510,Carmine,Ortega,1981-07-10,M
242,205,Etta,Boots,1984-04-16,F
243,813,Franz,Bricham,1972-10-22,M
244,19,Pearla,Spilling,1997-12-26,F
245,736,Ava,Hungerford,1979-06-17,M
246,327,Rodrique,Pickton,1981-09-25,M
247,133,Richie,Parlot,1990-07-25,F
248,665,Martita,Gowthrop,1989-10-19,F
249,626,Malchy,Cressar,1990-08-01,M
250,441,Lolita,Feakins,1972-06-02,M
251,642,Aylmar,Vettore,1976-08-16,F
252,167,Fidelia,Gregs,1972-12-24,M
253,638,Kittie,Pressey,1981-10-28,M
254,285,Brien,Clare,1986-07-30,M
255,526,Taryn,Steward,1988-08-31,M
256,562,Vikki,Alliberton,1992-05-17,M
257,774,Carley,Bosley,1999-07-27,Unknown
258,43,Borden,McGilvra,1995-05-25,M
259,467,Kelli,Boothby,1994-03-31,M
260,214,Monika,Gopsell,1997-12-09,F
261,487,Roi,Geertsen,1981-10-07,M
262,125,Quinton,Galfour,1977-02-11,F
263,870,Rod,Westfield,1989-02-10,F
264,681,Brandtr,Bessant,1995-01-21,M
265,444,Rudolf,McMillan,1996-04-16,M
266,413,Cyrill,Brecher,1987-09-05,F
267,99,Worth,Leamon,1992-06-27,M
268,476,Dael,Bangley,1981-10-29,M
269,864,Maggy,Parades,1994-11-17,M
270,421,Daniel,Zecchi,1997-12-03,M
271,803,Roseline,Womack,1973-05-22,M
272,749,Donelle,Oldrey,1978-09-15,F
273,604,Alejoa,Winny,1997-08-23,M
274,348,Lorain,Benion,1978-03-19,F
275,570,Davie,Larcher,1998-07-03,M
276,423,Merilyn,Gosnall,1974-10-22,M
277,263,Nessy,Brunner,1987-04-08,F
278,149,Bail,Rival,1992-03-08,M
279,879,Wallas,Lipmann,1993-07-01,F
280,992,Sander,Syvret,1974-03-05,F
281,588,Ricki,Clifton,2000-02-26,F
282,213,Torry,Lambal,1988-07-14,F
283,665,Lorrie,Struys,1990-04-02,M
284,233,Gerhard,Abbay,1998-08-07,F
285,850,Isidoro,Fisk,1994-12-23,F
286,77,Zea,Barriball,1999-09-12,M
287,154,Blinnie,Pagram,1992-11-08,F
288,830,Ailsun,Touhig,1988-09-09,F
289,481,Evyn,Scheffler,1974-09-09,F
290,411,Conn,Peachment,1975-07-23,F
291,116,Devora,Uden,1979-10-15,F
292,429,Dennie,Bonnaire,1976-10-24,M
293,437,Nedda,Ferrieri,1984-12-22,M
294,643,Wallis,Halbord,1978-07-19,F
295,730,Almira,Dalgarno,1976-05-26,M
296,231,Giffer,Dosedale,1998-03-25,Other
297,652,Kathryn,O'Kuddyhy,1986-09-29,M
298,116,Clayborne,Iacobassi,1978-01-28,M
299,742,Felicia,Harraway,1994-08-28,F
300,678,Tiffi,Claus,1980-01-28,M
301,921,Shaun,Nenci,1980-10-08,M
302,721,Bartlet,Emanuelli,1973-08-17,M
303,311,Solly,Skirving,1971-06-26,F
304,929,Toiboid,Featherston,1998-07-25,F
305,258,Sanson,Child,1993-01-04,M
306,56,Costa,Philliphs,1984-08-06,M
307,763,Symon,Flindall,1988-11-08,F
308,811,Perceval,Lafranconi,1972-04-09,F
309,815,Kennith,MacFayden,2000-01-10,M
310,374,Shepperd,Vanichev,1998-08-04,M
311,516,Gwenny,Althorpe,1993-12-12,F
312,227,Ado,Emms,1988-02-06,F
313,898,Kristian,Kapelhof,1975-03-21,M
314,980,Evyn,Manifold,1991-05-24,F
315,436,Valle,Francino,1991-10-25,M
316,863,Eal,Tomei,1997-02-23,M
317,502,Skyler,Haynes,1975-10-30,F
318,668,Pamella,Ledwidge,1980-04-23,M
319,750,Laural,Glasson,1998-01-03,M
320,237,Halette,Bausor,1999-08-11,M
321,463,Remy,Luxon,1995-12-10,F
322,22,Carlyn,Braffington,1983-06-09,M
323,884,Troy,Hargrave,1990-11-07,F
324,206,Darcy,Puddle,1977-06-23,F
325,326,Forster,Domnick,1971-01-28,M
326,932,Bud,Thoumasson,1972-02-19,M
327,305,Haley,Richardon,1978-03-04,M
328,357,Saree,Spikings,1994-08-16,F
329,161,Roi,Kryska,1978-07-07,M
330,483,Valentina,Ugoletti,1971-02-16,F
331,406,Phillipp,Morewood,1983-10-20,F
332,379,Umberto,Fibbitts,1991-10-05,F
333,582,Gunther,Kellen,1991-11-24,F
334,775,Ariel,Bronger,1974-02-21,M
335,251,Colman,Loding,1978-01-07,M
336,253,Guinna,Joerning,1972-06-27,F
337,149,Anthe,Danat,1977-01-07,F
338,748,Armin,Dalley,1992-12-04,F
339,103,Cristi,Dobbie,1991-12-12,M
340,258,Tannie,Houlison,1992-01-03,F
341,71,Carlyn,de Mullett,1979-05-24,M
342,678,Andy,O'Longain,1975-01-30,M
343,469,Barr,Luttgert,1980-11-14,M
344,296,Halli,Shewan,1979-08-27,F
345,268,Micheil,Agott,1987-09-23,M
346,43,Royall,Spuffard,1999-01-11,M
347,622,Paxton,Norkett,1978-05-28,M
348,266,Addy,McIlvaney,1991-02-04,F
349,54,Eugenie,Gobel,1999-02-27,M
350,6,Reeta,O'Doohaine,1979-02-23,M
351,335,Pierrette,Buckleigh,2000-06-07,M
352,742,Annelise,Queen,1998-12-02,M
353,203,Adolf,Cust,1991-01-21,F
354,336,Neel,Bowdler,1996-01-11,M
355,124,Tandie,Bauman,1976-03-19,F
356,553,Dun,Dyka,1977-08-10,F
357,676,Ashely,Galego,1988-01-02,F
358,186,Drucill,Swallwell,1985-03-23,M
359,974,Shandy,Tchaikovsky,1974-01-12,M
360,288,Addison,Aistrop,1976-11-03,F
361,154,Gayle,Cockley,1978-12-11,F
362,257,Wolfy,Standley,1974-08-29,F
363,905,Fionnula,Mangeney,1985-05-02,M
364,269,Reinold,Charker,1971-07-17,M
365,660,Sharity,Nairne,1976-11-05,F
366,732,Goldarina,Hember,1997-07-31,M
367,623,Brent,Prescot,1982-03-17,M
368,543,Kati,Burrells,1998-01-10,F
369,459,Rubina,Lamerton,1985-12-29,M
370,487,Corrie,Bluschke,1979-06-17,F
371,763,Derry,Boarleyson,1994-04-17,F
372,95,Sonja,Summerlie,1999-07-28,M
373,530,Renaud,Sandall,1996-08-12,M
374,675,Carolin,Keaveney,1987-07-28,M
375,386,Norry,McGhie,1995-07-27,M
376,933,Cooper,Romanski,1983-06-10,F
377,761,Dasi,Blaxton,1976-02-29,M
378,715,Flem,Cann,1990-08-04,M
379,171,Darryl,Harrema,1976-06-26,F
380,426,Bethany,Impy,1992-04-16,F
381,698,Arvy,Walford,1971-09-11,F
382,540,Merrie,Blayd,1993-12-12,M
383,272,Cornelia,Pick,1995-03-14,F
384,303,Ernie,Rootham,1995-06-21,M
385,619,Magdalen,Bartlomiejczyk,1971-09-04,M
386,731,Wren,Lundie,1975-03-18,F
387,245,Adlai,MacCarrane,2000-09-26,M
388,114,Drew,Tuckie,1998-06-24,M
389,391,Catie,Kinzett,1996-05-22,M
390,21,Zorah,Arnull,2000-07-24,M
391,938,Ruthe,Lackmann,1975-01-13,M
392,489,Roch,Heningham,1981-12-21,F
393,86,Turner,Howselee,1976-10-12,M
394,116,Farlee,Trownson,1972-11-25,M
395,829,Pearce,Barradell,1998-06-18,F
396,832,Bertha,Hoolaghan,1992-05-21,M
397,592,Sonia,McGerr,1982-11-16,F
398,759,Berti,Cossington,1997-01-26,F
399,472,Binky,Wooffinden,1990-03-02,M
400,973,Vinny,Chichgar,1994-08-18,F
401,185,Boycey,Sabbins,1989-02-18,M
402,298,Kalila,Syphus,1982-03-02,F
403,556,Sherwynd,Winn,1977-01-25,F
404,330,Audre,Shilleto,1973-10-23,F
405,336,Jimmie,Mapother,1983-10-23,F
406,868,Krysta,Maclean,1999-10-13,M
407,454,Janna,Audry,1973-12-09,F
408,874,Sandro,Temple,1983-04-16,F
409,439,Atlanta,Arlt,1976-10-26,M
410,805,Grange,Berrane,1991-03-08,Unknown
411,468,Mateo,Peirazzi,1975-04-25,M
412,489,Kathleen,Valerio,1997-01-19,F
413,137,Laird,Quinnelly,1972-10-19,F
414,130,Tommie,Eckhard,1998-06-06,F
415,83,Isac,Getsham,1998-02-26,M
416,278,Pernell,Willett,1972-12-10,M
417,452,Phyllida,Fear,1991-07-15,F
418,621,Atlanta,Alvarez,1977-05-06,F
419,194,Laughton,Walcher,1977-11-23,F
420,36,Othilia,Blease,1975-03-19,M
421,486,Isis,Apthorpe,1977-05-16,M
422,592,Clement,Brunetti,1973-01-06,M
423,740,Granthem,Dumini,1984-02-29,M
424,545,Zulema,Crame,1981-10-03,M
425,869,Olin,Blazhevich,2000-02-23,F
426,192,Camilla,Ismay,1995-06-10,M
427,503,Celine,Banasevich,1998-08-30,M
428,630,Meredeth,Taft,1979-12-08,F
429,396,Brenn,Millican,1976-07-13,F
430,718,Adaline,Warmington,1983-09-26,F
431,137,Walliw,Prugel,1974-03-30,M
432,300,Findley,Echalier,1992-10-15,M
433,320,Diandra,Gaffney,1991-09-16,F
434,654,Humbert,Kerridge,1988-04-13,F
435,259,Allayne,Cavey,1979-05-10,F
436,949,Floris,Fairhall,1991-05-15,F
437,609,Tami,Willicott,1978-09-19,F
438,980,Alley,Edlyne,1978-10-05,M
439,274,Judah,Perkinson,1978-01-19,F
440,996,Gerardo,Luke,1982-06-20,M
441,316,Tabby,Easterby,1984-09-01,M
442,197,Maddie,Brotherheed,2000-11-14,M
443,824,Abbe,Carnall,1993-08-31,F
444,999,Gael,Roath,1993-12-13,F
445,387,Alonso,Norway,1981-06-20,M
446,253,Nikos,Emanuelli,1974-08-01,M
447,637,Clywd,Antoinet,1987-01-26,F
448,935,Maurise,Brandenberg,1979-04-14,M
449,127,Raddie,Kibbee,1990-05-12,M
450,24,Reg,Joscelin,1983-01-02,M
451,25,Logan,Gerold,1971-08-30,F
452,229,Silvia,Beaney,1981-06-02,F
453,370,Laurice,Gaddie,1975-09-28,F
454,340,Misti,Highton,1976-03-15,M
455,284,Hugo,Tatersale,1994-10-15,F
456,854,Samuele,Kneebone,1977-05-07,M
457,722,Beilul,Tudge,1990-11-03,F
458,267,Damian,Frankton,1974-11-03,M
459,103,Sheree,Southern,1984-11-03,F
460,376,Maisey,Bennington,1988-04-13,M
461,444,Cody,Robotham,1996-01-02,F
462,720,Margalit,Janks,1993-11-22,M
463,643,Enrica,Casella,2000-07-01,F
464,223,Edithe,Capstick,1983-11-12,F
465,628,Gustav,Coppens,1975-09-16,M
466,399,Quint,Dyball,1976-05-10,M
467,776,Dyana,Parramore,1978-12-31,F
468,105,Harlene,Dunkley,2000-02-06,F
469,829,Geralda,McNeachtain,1999-08-20,M
470,944,Dede,Treneman,1975-04-07,F
471,785,Elnar,Gallo,1985-04-28,M
472,51,Kearney,Tarpey,1979-02-17,F
473,496,Nathaniel,Santora,1976-11-29,F
474,974,Wynny,Delyth,1972-04-11,M
475,313,Guy,L'Hommee,1985-01-29,F
476,53,Nikita,Tingey,1997-08-03,M
477,904,Bev,Zorzutti,1988-06-19,M
478,756,Elysha,Ghilks,1977-03-15,F
479,987,Adele,Antonich,1993-09-25,F
480,839,Willamina,Dobrowolski,1977-10-07,F
481,32,Liva,Sparey,1992-05-01,M
482,927,Dionis,Barratt,1989-05-30,F
483,67,Hermie,Bamber,1971-10-31,M
484,993,Norry,Silley,1988-08-09,F
485,850,Livy,Coye,1972-09-14,F
486,24,Standford,Barefoot,2000-09-18,F
487,511,Hagan,Beneteau,1978-08-20,M
488,48,Taylor,Tubbs,1992-03-19,M
489,343,Caty,Gianettini,1996-04-13,F
490,876,Tedra,Rooper,1990-05-06,Other
491,925,Gerrilee,Rowbottom,1975-11-30,M
492,143,Bartolomeo,Castellani,1988-11-13,M
493,851,Sibley,Skidmore,1997-02-24,F
494,571,Cicely,Pask,1972-04-21,M
495,192,Winthrop,Barends,1985-05-04,M
496,459,Leonid,Portlock,1977-02-04,Other
497,803,Andres,Hainge,1983-07-30,M
498,307,Zelig,Maccaig,1979-11-18,M
499,379,Dani,Mutch,1975-11-16,Unknown
500,684,Josiah,Crumley,1991-11-29,M
501,190,Kora,Murr,1988-05-01,F
502,521,Emily,Cleugh,1972-12-07,F
503,253,Clemente,Santhouse,1987-06-30,F
504,972,Gordon,Alders,1988-11-24,M
505,234,Daniela,Heild,1991-07-14,M
506,243,Estevan,Basilotta,1983-04-18,F
507,595,Filmer,Baigent,1999-11-19,M
508,103,Wilek,Tewelson,1993-10-19,M
509,609,Gawain,Gwyneth,1982-12-04,Unknown
510,154,Ray,Gounot,1981-08-31,F
511,668,Arnoldo,Quernel,1991-02-17,M
512,25,Perla,Ysson,2000-12-05,F
513,291,Theo,Yeell,1984-12-05,F
514,237,Gerty,Gutherson,1973-09-05,M
515,331,Bucky,Codling,1971-02-26,M
516,317,Teresita,McAulay,1993-01-06,F
517,853,Rand,Eastcott,1993-07-31,M
518,137,Mead,Burchmore,1972-03-27,F
519,705,Rollie,Parfett,1982-02-12,M
520,80,Halsy,Hans,1988-11-23,M
521,771,Amye,Darinton,1992-06-26,F
522,151,Wallas,Cornfoot,1975-10-15,M
523,634,Chrystal,Wadhams,1980-12-15,M
524,679,Douglas,Trengrove,1998-07-04,M
525,625,Nikos,Digges,1982-12-26,M
526,390,Maryjo,Padgham,1992-04-18,M
527,748,Xylina,McGuinness,1971-12-01,M
528,528,Shelley,Raffan,1993-01-14,F
529,489,Gannon,Gove,1987-08-20,F
530,737,Katharine,Tripp,1992-10-24,F
531,64,Abeu,McEllen,1999-01-30,F
532,221,Veriee,Fernao,1988-11-07,M
533,937,Larissa,Baiden,2000-05-06,F
534,175,Sharla,Dexter,1974-05-28,M
535,303,Min,Cuel,1972-07-08,F
536,2,Jeannine,Engelmann,1999-05-01,F
537,777,Tim,Poulton,1972-11-13,M
538,54,Jason,McRuvie,1971-10-20,M
539,80,Lesli,Hefford,1991-11-07,M
540,81,Bridgette,MacColm,1996-06-17,F
541,394,Dorrie,Keast,1978-09-03,F
542,335,Clarance,Colville,1981-12-20,F
543,205,Myrah,Fealey,1995-08-23,M
544,224,Stafani,Helis,1995-09-10,M
545,433,Sunshine,Fatscher,1999-04-13,F
546,790,Maxy,Cranidge,1977-07-04,M
547,564,Keelby,MacGoun,1994-04-30,F
548,372,Dudley,Brymner,1990-12-23,F
549,124,Jocelyne,Basill,1984-09-21,M
550,551,Etienne,Clousley,1981-12-30,F
551,172,Matthias,Pymm,1976-09-01,M
552,334,Roderigo,Feake,1990-09-11,M
553,685,Montgomery,Barette,1999-12-05,M
554,6,Noemi,Pover,1992-02-29,F
555,172,Valentine,Teresa,1974-09-29,F
556,529,Dorita,Dooher,1979-01-22,F
557,992,Timmie,Borlease,1977-03-24,F
558,560,Lory,Biggins,1978-04-22,F
559,585,Leanora,Carillo,1996-08-06,F
560,259,Cheri,Misson,1975-03-20,F
561,129,Lily,Hartzogs,1983-11-02,F
562,562,Collin,Preddle,1982-09-13,F
563,605,Ninetta,Salamon,1979-08-13,F
564,604,Jocelyne,Lundbech,1992-06-01,F
565,816,Currey,Hallihan,1982-04-25,F
566,439,Bamby,Beauchop,1982-10-29,M
567,973,Randy,Espadas,1979-09-01,M
568,47,Ruth,Cornewell,1999-04-20,M
569,870,Emlynn,Egle of Germany,1982-04-22,M
570,582,Ruggiero,Borgars,1983-09-27,F
571,30,Ripley,Vigours,1984-01-09,F
572,147,Eleanor,Tilley,1977-12-14,M
573,95,Hamil,Udell,1975-01-07,M
574,582,Keir,Noni,1977-10-27,F
575,530,Rockie,Kilbey,1972-01-10,Other
576,968,Ellyn,Thorius,1971-07-26,M
577,668,Gill,Gherardini,1988-06-11,M
578,72,Vivienne,Burtt,1981-02-03,F
579,26,Cointon,Rowaszkiewicz,1974-03-11,F
580,938,Lelia,Poulgreen,1971-09-26,F
581,759,Werner,Darnell,1995-04-27,M
582,544,Gerry,Proughten,1988-10-20,M
583,893,Sterling,McSperrin,1972-12-18,F
584,919,Efrem,Sixsmith,1994-07-28,F
585,482,Kevyn,Knappe,1997-10-16,F
586,804,Chrisse,Balogun,1980-12-12,M
587,839,Rheba,Robrow,1983-05-24,F
588,883,Bebe,Date,1975-04-09,F
589,679,Cyndia,Jeacock,1979-07-25,M
590,577,Stephi,O' Hern,1980-08-08,M
591,461,Cesaro,Edelheit,1984-10-09,M
592,294,Cristy,Filby,1988-05-19,M
593,67,Reinhard,Lawlance,1989-03-05,F
594,69,Far,Smorthwaite,1996-10-26,F
595,543,Diego,Capell,1999-07-11,F
596,90,Remy,Heppner,1989-03-16,M
597,984,Ronny,Whitehurst,2000-09-08,Unknown
598,888,Jedediah,Bertomeu,1995-07-08,M
599,809,Rocky,Kleinstein,1998-05-26,M
